,portfolio_value,daily_return,portfolio_normalized,benchmark_IPC
2024-03-26,58380.39787651358,0.0076157050342728,100.0,100.0
2024-03-27,58257.49392781333,-0.0006339720365807,99.7894773705376,100.27847113719449
2024-03-28,58467.65751011281,0.000599844381715,100.14946734995502,100.27847113719449
2024-04-01,58373.03328605772,-0.0016184028586868,99.98738516569988,100.77527282271508
2024-04-02,58237.14006576289,-0.0047631926610982,99.7546131647583,100.6504305739787
2024-04-03,58106.62153729885,0.0011580271564703,99.53104749338328,100.51335946572104
2024-04-04,57772.31565658458,-0.0034385396861285,98.95841371068552,101.1764831998617
2024-04-05,57502.44284007008,-0.0015549785115394,98.49614756257648,101.54299393206855
2024-04-08,57639.191206027455,-0.0005356648114005,98.73038434569436,101.36382850837342
2024-04-09,57086.64666991598,-0.0104658847728081,97.78392876092734,100.6317970967964
2024-04-10,56648.249063845215,-0.0086741487482324,97.03299587588934,98.99814163668572
2024-04-11,56600.40810038346,0.0032827588598052,96.9510489121791,99.33686260995816
2024-04-12,56554.72592289208,-0.0041130217306113,96.87279974096242,98.87470594577256
2024-04-15,55811.71118975602,-0.0053257216624916,95.60008704943932,97.85753248926665
2024-04-16,55412.769932303214,-0.0021146097899186,94.91673909025508,97.53110182707084
2024-04-17,55278.64429257839,-0.0016593427530922,94.68699478462612,96.86415444059524
2024-04-18,55070.60656461848,0.0002281990270787,94.3306461889897,97.43003450231716
2024-04-19,54849.99425366992,-0.0026288741364208,93.95275854352488,97.64577042941596
2024-04-22,54962.70097142105,0.0053460997664775,94.14581429828269,98.85019360312522
2024-04-23,55528.07197295738,0.0042345961909948,95.11424038323712,98.99326647995863
2024-04-24,55616.31646949332,-0.0035646935985431,95.26539470856837,98.69653057491414
2024-04-25,55975.78488332173,0.0083396442980263,95.88112948754116,99.75892554823152
2024-04-26,55966.373451664695,0.0019937242768073,95.8650086113578,101.0909904304224
2024-04-29,56319.87381957418,0.0008216743559898,96.4705207023463,101.08051635420485
2024-04-30,55919.30248184456,-0.011549268289255,95.78438057261148,99.15797713223752
2024-05-01,55496.13587190879,0.0006634518108783,95.05953691733038,99.15797713223752
2024-05-02,55567.349017025736,0.001283209073895,95.18151817766297,99.06895431233902
2024-05-03,56367.5443795299,0.0068584182447841,96.55217578125918,99.86988657340189
2024-05-06,56849.77903095172,0.0042730964397823,97.37819730382888,100.1280377296163
2024-05-07,56736.65775776741,-0.0001143346174073,97.18443145553236,99.8227941981265
2024-05-08,56665.64177346501,-0.0002800815298327,97.0627879126901,99.77503951164314
2024-05-09,56832.7851210723,0.0043408425228832,97.3490883725822,101.11236191579458
2024-05-10,56497.49303052022,-0.0086934840006336,96.77476530739636,100.88855535108878
2024-05-13,56619.39034803582,0.0043881688644691,96.98356367456992,100.91142215764197
2024-05-14,56386.468455194445,-0.0047887090224879,96.58459090063636,100.0385232972747
2024-05-15,56775.14454504149,0.0045330161102477,97.25035561616498,100.4281602981575
2024-05-16,56779.10294491648,-0.0016730069689662,97.25713597398878,100.44131093100953
2024-05-17,56548.03697363191,0.0002619540921726,96.86134221497171,100.6526496579231
2024-05-20,56533.48879094552,-0.0014036879202856,96.83642257890284,100.32089319426076
2024-05-21,56350.83178763563,-0.0056604638676932,96.5235487206324,99.21520218620051
2024-05-22,56265.48989409445,-0.0006380370782786,96.37736627473387,98.64067111107076
2024-05-23,56265.89849000675,-0.0010543387122354,96.37806616018716,97.74282974716849
2024-05-24,56191.5298304254,0.0036812640758259,96.25067980742767,96.85966164910164
2024-05-27,55854.2887164657,-0.0017111876216792,95.67301825281986,96.92915653028952
2024-05-28,55820.58453657764,-0.0006034304735157,95.61528623811289,96.46082739876316
2024-05-29,55659.26282079119,-0.0037698608675015,95.3389576729536,96.50923074055338
2024-05-30,55897.97252536204,0.0038022392634322,95.74784441106009,96.75380110302812
2024-05-31,55816.11441144705,-0.0004814238585438,95.60762934420126,96.4508449349887
2024-06-03,55779.90985923076,0.0015700606966091,95.54561443246176,90.55728572030408
2024-06-04,54228.97703711685,0.0009620066216085,92.88901585052945,93.49047770595608
2024-06-05,55670.58314175498,0.0141333017026881,95.35834829270875,95.10714522497858
2024-06-06,56060.77430646015,0.0022254620308477,96.02670818557984,95.22380076094778
2024-06-07,55004.12534573559,-0.0158873707140211,94.21677026264965,92.60199063437328
2024-06-10,54911.89099116926,0.0027680949222339,94.05878169470355,92.85589480531566
2024-06-11,60425.333107112296,-0.0017058910457485,103.5027771392106,92.8759621521236
2024-06-12,60295.0605402259,-0.0017229124822559,103.27963277633395,92.59949160445436
2024-06-13,60430.16110676188,-0.0015453623181226,103.51104703771284,91.3754995243308
2024-06-14,60017.11096882335,-0.0016721232245997,102.80353192482816,91.28336998691016
2024-06-17,59765.44578410631,0.0003097464956949,102.37245369673975,91.5879648630931
2024-06-18,60211.42247750912,0.0042084176389132,103.13636882857244,92.97593017683091
2024-06-19,60222.45818066992,-0.0001803432329675,103.1552719254375,93.2068719499118
2024-06-20,60233.44580001068,0.000182450528801,103.17409265934889,93.22375747174102
2024-06-21,60309.85000196003,-0.001801443716023,103.3049657001784,92.27194115836043
2024-06-24,60725.451839296366,0.0016861314239604,104.01685162842338,91.79022241571116
2024-06-25,60755.16340506468,0.0020173718270297,104.06774467959984,91.94953215906696
2024-06-26,60555.59918204332,-0.0014961858164143,103.72591038199282,91.71174195153615
2024-06-27,60738.07531975316,0.0016349478621389,104.03847443490628,91.437224197738
2024-06-28,60994.65362117179,0.0011145621725605,104.47796835881094,91.6628128575499
2024-07-01,61027.105863559234,0.0033420830182997,104.53355592513086,92.43881627097896
2024-07-02,60540.57775529939,-0.0091318528985527,103.70018012442296,90.8025935014434
2024-07-03,60766.6057645444,0.0019034207129957,104.08734433958146,92.28550829619896
2024-07-04,61118.95496150538,-0.0002877093541326,104.69088458558366,92.03832965659574
2024-07-05,60619.451441591424,-0.0081726449712459,103.83528315414,91.47602744098722
2024-07-08,60952.43687417599,0.0036332170703885,104.4056551363401,92.48028241496144
2024-07-09,60887.15539433865,-0.0010044442495875,104.29383424745986,93.22162032320377
2024-07-10,60781.563195807554,0.0026207843165975,104.112964979055,94.87880490107564
2024-07-11,61291.28000756705,-0.001140801830527,104.98606079597226,95.12825724822802
2024-07-12,61642.725215481485,0.0035621466000539,105.5880525957846,96.05558170281304
2024-07-15,62208.83140541701,0.0008998670324322,106.55773798767412,94.93493065499231
2024-07-16,61888.20924759935,0.0031738624719233,106.00854310466588,95.0506507617296
2024-07-17,61545.07837305011,-0.0052536349329432,105.42079295730473,93.9434780883896
2024-07-18,60779.75850825633,-0.0060748307425732,104.10987372305664,92.7167957957304
2024-07-19,60875.74808424651,0.0079224748107535,104.27429462370417,93.82765556239336
2024-07-22,61052.2288529023,0.0033985167096615,104.57658918673386,94.40168819712947
2024-07-23,61421.0550133237,-0.0019449730205174,105.20835288454478,93.87872863286746
2024-07-24,60338.40540052109,-0.0117883722757247,103.35387834825842,92.93600714968365
2024-07-25,59352.11291186409,-0.0087459477547926,101.66445428721792,92.52254742916396
2024-07-26,59444.19748526634,0.004515975085557,101.82218629445264,92.32626433331924
2024-07-29,59662.1820068477,-0.001255160804878,102.19557278976646,91.7952409594008
2024-07-30,59739.6856753839,0.0037511122470017,102.32832911098944,91.4625012708523
2024-07-31,60028.80312665928,0.0074970178446533,102.82355946534042,92.88082365294947
2024-08-01,60101.02494559739,-0.0075296517543604,102.94726848680148,91.62341558259864
2024-08-02,59666.43052564131,0.0010304325091929,102.20285009336176,91.3173458690865
2024-08-05,58288.15547447809,-0.0117299986233434,99.84199764751416,90.50297620124648
2024-08-06,58207.37096374328,0.002828646995902,99.70362155952364,91.59221184836514
2024-08-07,58380.889287949554,-0.0008666789831862,100.00084174047086,92.08385843118413
2024-08-08,58920.04654347312,0.00905602873979,100.92436620267816,92.4258499927931
2024-08-09,59137.27008250917,0.0004258602883759,101.29644920816834,92.73172169573792
2024-08-12,59187.011852681375,0.0003324106668696,101.3816520707412,92.71216644522484
2024-08-13,59581.38663408584,0.0059712692771922,102.05717809616952,93.82010384903184
2024-08-14,59845.068933708215,-0.000812252269459,102.50884048493933,93.89832485108413
2024-08-15,60381.49699293737,0.0068575373988819,103.42769009669396,94.85266067823537
2024-08-16,60855.62758800715,0.001402607050694,104.239830151088,94.53603495309846
2024-08-19,60967.76171597544,0.004525648512839,104.43190511468364,94.5725644887985
2024-08-20,61087.28100320116,-0.0004094757706395,104.63663014495584,94.37395988975044
2024-08-21,61220.94218159912,0.0032090523002414,104.86557887305575,94.15314396740663
2024-08-22,60672.71214889586,-0.0048082104079972,103.92651361717505,93.19433583261362
2024-08-23,61047.05312346859,0.0065959160717268,104.567723660595,93.4997432349178
2024-08-26,60912.25250991659,-0.0019624493377146,104.3368231897946,92.94107348902746
2024-08-27,60526.08044287828,-0.0009698331922793,103.67534762422012,91.72274860790036
2024-08-28,60058.61993106919,-0.0043007937942064,102.8746327801763,91.6625533954272
2024-08-29,60238.89352416963,0.0011458570041023,103.18342408626118,92.88453123012428
2024-08-30,60449.5652756768,0.0025382853522275,103.5442845105988,92.4904355775009
2024-09-02,60494.171990395575,0.0053938300479119,103.62069151764442,91.75608266272047
2024-09-03,60356.5050652112,-0.0022757055870807,103.38488133102052,90.1760061309534
2024-09-04,59834.56019959279,0.0004268964489522,102.4908400353061,90.56396345598904
2024-09-05,59853.850937328025,0.0017735500044582,102.5238832115038,90.30196133563727
2024-09-06,59947.69400828317,-0.0007520062644238,102.68462735571748,89.2915748620259
2024-09-09,59762.26344027123,0.0056400885506511,102.36700264818435,89.38353370068162
2024-09-10,59347.74787011639,-0.008597075819905,101.65697739102252,89.09871939738147
2024-09-11,59646.899060569405,0.0032962743843525,102.16939457441644,89.48790575352477
2024-09-12,59907.14504517558,-0.0002290160954708,102.61517088645296,90.89320723383128
2024-09-13,60329.99391915058,0.0037746854995592,103.33947029062868,90.92313414130292
2024-09-16,60428.26666813754,0.0001154586028859,103.50780204676852,90.92313414130292
2024-09-17,60696.14613454526,0.0044330158910377,103.96665377808824,91.37179877510664
2024-09-18,60936.18791413717,0.0022421356583242,104.37782223243768,91.91254515067683
2024-09-19,60918.67054548862,0.0015616218902718,104.34781666672431,92.49836965609592
2024-09-20,60925.35886320807,-0.0069346765590297,104.3592731109466,91.2266297174396
2024-09-23,61010.487853111525,0.0026120114012826,104.5050908734146,91.63173202642716
2024-09-24,61557.0396974641,0.0099871181387791,105.4412815542466,93.78470775313107
2024-09-25,61732.74816732838,-0.0021302447402038,105.74225324381258,92.97537028488188
2024-09-26,61662.11090326967,0.000755815295004,105.62125841228006,93.67383549131851
2024-09-27,61928.72102023944,-0.0011528253774869,106.07793587024072,92.253888056979
2024-09-30,61895.724408882445,-0.0029962242037671,106.02141585229428,91.72797881805856
2024-10-01,61623.31113116426,-0.0028057409938158,105.55479813876929,91.72797881805856
2024-10-02,61713.32922163436,0.0014607798383066,105.70899045972692,91.24267540134524
2024-10-03,61182.702652107626,-0.0071332889948588,104.80007824119578,90.32478717448684
2024-10-04,63825.10941270837,0.0459819646315191,109.3262665796,91.9597058054582
2024-10-07,63805.99807496744,-0.0045743529559649,109.2935306983178,90.96337125417776
2024-10-08,63523.69489150412,-0.0012570857779335,108.8099725285697,90.4822806829835
2024-10-09,63345.749399712695,-0.0016555979610436,108.50516903584976,90.66494201738492
2024-10-10,63305.66041630734,-0.0009116966281099,108.43650046752283,91.57763417383812
2024-10-11,63755.98134770317,0.0040111500096877,109.2078568607224,91.58527465055744
2024-10-14,63742.36804492008,0.000938161917424,109.18453858390644,90.89470938296289
2024-10-15,63234.91512548908,-0.0038787985620631,108.31532059655328,91.55402312066975
2024-10-16,63632.01055772426,0.0001641599025581,108.99550683487786,91.73902644212632
2024-10-17,63709.28722206016,-0.0012570506266506,109.1278743197644,91.70413561456982
2024-10-18,63779.90760610606,0.0034829679958114,109.24884023746044,92.68956592874504
2024-10-21,63213.15517847935,-0.0044805171578166,108.2780479026334,92.31794788949072
2024-10-22,62836.47140563481,-0.0058906422724941,107.63282487136644,91.53813447962789
2024-10-23,62465.39971994461,-0.0053066127547947,106.99721480499608,91.14211334493582
2024-10-24,62098.65526115432,0.0017883249972483,106.36901686162813,90.53632391196778
2024-10-25,62110.88947061809,-0.00020282906542,106.38997288438364,90.51669355399812
2024-10-28,62167.10628869868,0.0003183085006659,106.48626688052856,90.5725803296439
2024-10-29,62133.6394063136,-0.0044065206541528,106.42894133359437,89.43638886626182
2024-10-30,62121.64239094837,-0.0005314579222481,106.40839160148974,88.93114100585136
2024-10-31,61989.665911274365,-0.0057391310713221,106.182328600081,88.55325490794796
2024-11-01,61658.91812910301,0.0018975405466836,105.61578949757104,88.48567868087817
2024-11-04,61850.93250595433,-0.0005489748239423,105.9446916356782,88.94040653481304
2024-11-05,61867.41459797035,0.0010077798334258,105.97292387220882,88.85121301614952
2024-11-06,62353.24781173674,0.0019954224819727,106.80510938556216,90.42603202595603
2024-11-07,63016.0517603854,0.0033571334115576,107.94042872691134,91.43742903625592
2024-11-08,63126.63948514677,-0.003900514786764,108.12985485071968,90.62304571251474
2024-11-11,63193.51888655877,0.0046707264015546,108.24441282539031,89.9313060374173
2024-11-12,62675.66841360698,-0.0053926779064555,107.35738483005676,89.31464650709702
2024-11-13,62065.90486425962,-0.0063387417842963,106.31291858534716,88.7045896050051
2024-11-14,61709.20090197439,-0.0024909833469239,105.70191904567336,88.36492637455011
2024-11-15,61526.723828758586,-0.000339544979434,105.38935339032824,88.21825516775148
2024-11-18,61360.13179981089,0.0016766282553299,105.10399728621248,88.21825516775148
2024-11-19,61541.09060677333,0.0029491267644734,105.4139622976624,87.78651019552997
2024-11-20,61418.73569287554,-7.407184948116097e-05,105.20438011194896,87.69296044438488
2024-11-21,61192.02129354317,-0.0010502160257191,104.81604017666469,87.70303167151712
2024-11-22,61370.640920932616,0.0028221531759384,105.12199839875022,88.14942259777165
2024-11-25,61672.82330442218,0.0021776547005627,105.63960772393628,87.75990849999961
2024-11-26,61402.104170054,-0.000851518741723,105.17589191483748,86.9115766058845
2024-11-27,61441.573520055135,0.0023679390681656,105.24349911080866,87.02688703558583
2024-11-28,61039.38558754711,-0.0026407188014463,104.5545899098835,87.29510941893255
2024-11-29,61286.56906492505,0.0040495734843761,104.97799140485238,87.0702718336864
2024-12-02,61273.10371122285,3.0638205821276188e-06,104.9549265505657,88.12172160219498
2024-12-03,61779.19459450344,0.0045007812021844,105.82181150114631,88.84517710782077
2024-12-04,61892.38223645223,-7.80873682434402e-05,106.01569103274562,89.58236362209942
2024-12-05,62172.89994353872,0.0001290387910037,106.49619085338722,90.468645265639
2024-12-06,62706.408563156125,0.0039746428578506,107.41003974620544,89.75541120205867
2024-12-09,63054.57214345448,0.006830462492664,108.0064104339058,91.22697794292012
2024-12-10,62605.430732852175,-0.0052211956476629,107.23707444624718,89.80519378986968
2024-12-11,62224.06079534791,-0.0014938119984377,106.58382446615806,89.64251103891843
2024-12-12,62360.36813187349,-0.0024250982045636,106.81730580832688,89.64251103891843
2024-12-13,62290.47872027854,-0.0011207344293919,106.6975919760526,90.22901833939734
2024-12-16,62009.27504082816,-0.0012731598482529,106.2159171508053,88.88253282554321
2024-12-17,62474.57223571471,0.0038323502872175,107.0129264412708,88.27233936443935
2024-12-18,61753.59883904425,-0.0099693580682447,105.77796843670998,87.34260464329319
2024-12-19,60449.78065919605,-0.0057417249590531,103.54465344182758,86.09461231681718
2024-12-20,60518.03517559399,0.0019555342762926,103.66156685605662,86.6744828493147
2024-12-23,60585.29217196619,-0.0021583919681575,103.77677161453474,86.43794898469399
2024-12-24,60286.06533174494,-0.0043182857244501,103.26422485037226,86.20325183878417
2024-12-26,60714.9369235729,0.0021736614328724,103.99884059029084,86.58597895366165
2024-12-27,60408.20529262046,-0.0046292032996483,103.4734388422568,86.15772989214636
2024-12-30,60423.09366204197,-0.0043384648005506,103.49894118544567,85.36615192340295
2024-12-31,60723.39172607707,0.0050176610328198,104.01332285285103,86.54698452779566
2025-01-02,60975.28027561467,0.0060148972497235,104.44478368336884,86.98734637367203
2025-01-03,61501.10861425849,0.0068923807874596,105.34547699442858,85.57506672785419
2025-01-06,60777.32580150577,-0.0075490557635874,104.105706730643,86.51253068907745
2025-01-07,61102.75600176605,0.0015382590402082,104.66313732737966,87.5472178388676
2025-01-08,60604.154023559095,-0.0023763766205782,103.80908015006888,86.7584734696224
2025-01-09,60021.187314241695,-0.001832840672555,102.81051431201054,87.06209194886986
2025-01-10,60077.40413232228,0.0009366162283037,102.90680830815543,86.69281589667072
2025-01-13,59659.77129513171,-0.0019469315448007,102.19144347272908,87.10056062253977
2025-01-14,59665.74096666438,0.0015695785874476,102.2016689452332,87.12508662108829
2025-01-15,59478.23530593293,-2.0273496277534164e-05,101.88048980368632,87.82224086101003
2025-01-16,60301.29837808688,0.0050130636555008,103.29031759193624,87.30713343993585
2025-01-17,60173.64444337309,-0.0017683026414098,103.07165869381808,87.29444710772451
2025-01-20,60536.81793998171,0.001385738744023,103.69373992282374,87.74966657410243
2025-01-21,60781.725061604,0.0040455896090392,104.11324223957791,88.18480503777121
2025-01-22,60718.363242726205,0.0018861385028567,104.00470954507348,89.04884804621267
2025-01-23,61072.54107889766,0.0016265154579941,104.61138207396002,89.24170351085709
2025-01-24,61159.910008405895,0.0005288622479386,104.76103663728284,89.77028247846143
2025-01-27,60899.63239573018,-0.0085991412681264,104.31520614940872,90.3473535512137
2025-01-28,61598.21157752275,0.0029471831778569,105.51180502026638,90.08255879906729
2025-01-29,61750.96665420048,0.0035815145472657,105.77345975753084,90.11720382040222
2025-01-30,61954.67522183122,0.0038555049309807,106.12239291838668,90.98151311891704
2025-01-31,62061.240734323495,-0.0019911982156228,106.30492937988474,89.51197427938322
2025-02-03,61682.37622075798,-0.001767733179997,105.65597094975054,89.51197427938322
2025-02-04,61977.08349682228,0.004777819761832,106.16077613570982,90.7009662847407
2025-02-05,62112.06327223426,-0.0020826003640123,106.3919834935245,90.14239213015875
2025-02-06,62519.89109111305,0.0064710581158673,107.09055327672712,92.07317951644865
2025-02-07,62368.639599692746,-0.0041352759200855,106.83147403622549,92.32306885243932
2025-02-10,62738.30980865422,0.0042575092861356,107.4646835079105,92.51599259658973
2025-02-11,62883.3379730664,-0.0018110485680697,107.71310278850352,93.43108136370287
2025-02-12,63081.74616862857,0.0049148311940112,108.05295692238909,94.50446250953269
2025-02-13,63298.41066803956,0.0044312143241074,108.42408234683252,94.66945310778608
2025-02-14,63369.10525160659,-0.0001783459621382,108.54517536116342,94.52582716695426
2025-02-17,63567.84231704938,0.0011892856287454,108.88559281748697,94.89936386032664
2025-02-18,63602.17610187409,0.0005401124778383,108.9444032848245,95.22290629941944
2025-02-19,63414.38143427785,-0.0025544218805167,108.62272910234726,94.5582872440978
2025-02-20,63351.542297875625,-0.0004349731193372,108.51509171259336,94.92084459290837
2025-02-21,62887.32941993261,-0.0071270253430235,107.71993975264114,93.93293573266608
2025-02-24,62759.00916988492,-0.0048096697516966,107.50013952051678,93.87297949846382
2025-02-25,62598.522505388726,-0.002565583754157,107.225241317809,92.7296050310525
2025-02-26,62109.26597788835,0.0011984656829906,106.38719199766687,93.16027118707952
2025-02-27,65790.98422309906,0.0619857572144002,112.69362083187644,91.95575242206186
2025-02-28,65260.18376853161,-0.0017939965715251,111.78441076501426,91.46304067894955
2025-03-03,65029.934467335486,-0.0060654513018281,111.39001588321996,91.03629376656586
2025-03-04,64585.82060792354,-0.0026758326796497,110.62929160663772,91.56614956093205
2025-03-05,63330.96616187878,-0.0180835766255033,108.47984677294708,92.13367515874816
2025-03-06,63358.830579347865,-0.007105904265392,108.52757583695248,92.32076100513714
2025-03-07,63278.875335337856,-0.0006553562098802,108.39062020300985,92.3613122037395
